team_home,team_away,date,odds1,oddsX,odds2,result
Sevilla,Real Betis,2025-02-25,2.48,3.09,3.15,1
VfB Stuttgart,Borussia Dortmund,2025-04-07,3.06,3.18,1.59,?
Torino,Cagliari,2025-04-17,2.94,2.98,1.56,?
Monza,Spezia,2025-03-16,2.6,3.47,2.53,X
Benfica,Portimonense,2025-03-20,2.27,3.08,2.03,?
São Paulo,Internacional,2025-04-05,2.12,2.86,1.55,?
AC Milan,Napoli,2025-02-19,2.47,3.35,3.17,2
Benfica,Portimonense,2025-03-20,2.88,3.4,3.49,?
Benfica,Portimonense,2025-03-04,2.61,3.11,2.9,1
Atlético Madrid,Sevilla,2025-03-30,1.87,2.59,2.45,?
Palmeiras,Corinthians,2025-02-28,3.33,2.96,2.8,1
Persebaya,Arema FC,2025-02-28,2.93,3.01,2.81,X
Real Sociedad,Athletic Bilbao,2025-03-25,2.42,2.79,2.1,?
Arsenal,Tottenham,2025-03-16,1.92,3.47,2.08,X
Everton,Newcastle United,2025-02-17,2.34,2.52,3.23,X
Bayern Munich,Borussia Dortmund,2025-04-13,2.52,3.04,2.05,?
FC Porto,Sporting CP,2025-03-24,2.99,2.59,1.7,?
Palmeiras,São Paulo,2025-03-29,1.69,3.28,1.9,?
RB Leipzig,Wolfsburg,2025-03-24,2.27,3.26,2.37,?
RB Leipzig,Wolfsburg,2025-03-03,2.27,3.23,1.9,X
Manchester United,Manchester City,2025-03-26,3.39,2.56,2.62,?
Palmeiras,Corinthians,2025-02-20,2.9,3.04,3.29,2
Sevilla,Real Betis,2025-02-17,3.37,3.16,1.7,2
Bologna,Sampdoria,2025-04-07,3.23,2.6,3.06,?
Manchester United,Manchester City,2025-03-13,3.44,3.41,3.01,X
Palmeiras,Corinthians,2025-04-10,2.49,3.36,2.81,?
Maritimo,Boavista,2025-02-20,2.04,3.37,1.64,2
Bayer Leverkusen,Bayern Munich,2025-03-06,2.62,2.67,3.42,2
Napoli,Lazio,2025-02-21,1.9,3.45,2.06,1
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-17,1.82,2.51,2.06,1
Rangers,Aberdeen,2025-03-19,3.39,2.9,2.41,?
FC Porto,Sporting CP,2025-03-15,2.66,2.96,3.42,X
Celtic,Rangers,2025-04-15,3.38,3.2,2.16,?
Valencia,Villarreal,2025-02-26,1.67,2.93,2.95,X
Leeds United,Aston Villa,2025-03-01,2.29,3.41,3.41,1
Fluminense,Sao Paulo,2025-03-07,3.12,2.88,2.85,1
Parma,Verona,2025-02-20,3.42,2.69,3.32,2
FC Porto,Sporting CP,2025-02-20,3.46,3.35,2.01,2
Sassuolo,Empoli,2025-03-07,2.76,2.52,2.72,2
Persebaya,Arema FC,2025-03-07,2.92,3.06,1.66,2
FC Porto,Sporting CP,2025-04-04,3.09,2.51,2.73,?
Valencia,Villarreal,2025-04-17,3.03,2.97,2.99,?
Persebaya,Arema FC,2025-03-29,3.27,2.97,2.38,?
Tottenham,West Ham United,2025-02-19,1.58,3.21,1.74,1
Fiorentina,Atalanta,2025-03-29,1.52,2.53,1.8,?
Real Madrid,Valencia,2025-04-17,3.28,2.67,3.44,?
Arsenal,Tottenham,2025-04-02,3.16,2.74,1.96,?
Juventus,Roma,2025-03-12,1.51,3.31,3.24,2
Lyon,Lille,2025-04-01,3.06,3.11,3.47,?
Monza,Spezia,2025-03-03,2.83,3.42,1.95,2
Villarreal,Real Betis,2025-03-23,2.16,3.44,2.56,?
Maritimo,Boavista,2025-04-15,2.68,3.5,1.78,?
Real Madrid,Valencia,2025-03-24,2.47,2.72,1.82,?
Barcelona,Real Madrid,2025-03-01,1.86,2.88,2.22,1
Manchester United,Manchester City,2025-03-05,1.6,2.75,2.55,X
Persebaya,Arema FC,2025-03-28,3.35,2.59,2.29,?
Everton,Newcastle United,2025-04-02,2.75,3.2,1.91,?
Barcelona,Atletico Madrid,2025-03-05,2.42,3.48,2.61,2
Atlético Madrid,Sevilla,2025-04-15,2.28,3.18,2.44,?
Santos,Gremio,2025-03-01,1.84,2.63,2.06,2
Benfica,Portimonense,2025-04-06,2.9,2.59,1.52,?
Lazio,Fiorentina,2025-04-17,1.95,2.85,2.32,?
Flamengo,Vasco da Gama,2025-03-07,2.11,2.98,2.11,1
FC Porto,Sporting CP,2025-03-03,2.05,2.9,2.79,2
Tottenham,West Ham United,2025-04-10,3.16,3.39,3.48,?
Torino,Cagliari,2025-03-12,1.71,3.15,3.22,2
Lyon,Lille,2025-03-05,2.63,3.38,3.49,2
Real Sociedad,Athletic Bilbao,2025-04-08,3.02,3.0,2.0,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-19,1.87,2.67,1.63,?
Villarreal,Real Betis,2025-04-12,1.98,3.27,2.41,?
Sassuolo,Empoli,2025-03-11,1.97,2.89,2.66,X
Bologna,Sampdoria,2025-03-07,3.01,3.44,3.39,X
Milan,Inter,2025-02-28,2.46,2.52,2.86,1
Rangers,Aberdeen,2025-03-04,3.07,2.57,2.31,1
Bayer Leverkusen,Bayern Munich,2025-03-02,2.43,3.05,3.29,1
Parma,Verona,2025-04-05,2.93,3.36,2.91,?
Boca Juniors,River Plate,2025-02-22,3.43,2.98,1.98,1
Celtic,Rangers,2025-02-21,2.56,3.06,1.82,X
Manchester United,Manchester City,2025-04-17,2.63,3.35,3.37,?
São Paulo,Internacional,2025-04-08,3.15,2.95,2.91,?
RB Leipzig,Wolfsburg,2025-02-27,2.88,3.05,3.46,2
Celtic,Rangers,2025-02-28,2.81,2.66,2.39,X
Fluminense,Sao Paulo,2025-02-19,2.13,2.96,3.02,1
Villarreal,Real Betis,2025-02-18,3.13,3.01,2.16,2
Real Sociedad,Athletic Bilbao,2025-03-10,3.07,3.29,2.18,X
Paris Saint-Germain,Marseille,2025-03-13,1.62,3.44,2.15,1
Barcelona,Real Madrid,2025-03-16,2.08,3.04,3.16,1
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-01,1.8,2.63,2.74,X
Santos,Gremio,2025-03-13,1.71,3.09,1.56,X
Villarreal,Real Betis,2025-04-12,1.77,3.05,2.09,?
Marseille,Nice,2025-04-10,3.16,2.57,3.47,?
Marseille,Nice,2025-03-20,2.82,3.1,3.13,?
Chelsea,Liverpool,2025-04-04,1.89,3.01,2.23,?
Real Sociedad,Athletic Bilbao,2025-03-06,1.68,3.48,3.47,X
RB Leipzig,Wolfsburg,2025-02-28,2.74,2.96,2.35,2
Bologna,Sampdoria,2025-02-20,1.67,2.72,3.31,1
AC Milan,Napoli,2025-04-09,3.3,2.82,1.8,?
São Paulo,Internacional,2025-04-02,3.39,2.78,2.25,?
Flamengo,Vasco da Gama,2025-02-27,2.19,2.92,2.8,2
Flamengo,Vasco da Gama,2025-04-16,2.67,3.34,1.6,?
Corinthians,Fluminense,2025-03-29,2.36,2.9,2.68,?
Paris Saint-Germain,Marseille,2025-03-26,3.36,3.41,1.65,?
Corinthians,Fluminense,2025-03-30,2.58,3.16,3.42,?
FC Porto,Sporting CP,2025-03-26,2.66,2.9,2.49,?
Bayer Leverkusen,Bayern Munich,2025-03-27,3.46,3.4,3.28,?
Udinese,Salernitana,2025-04-10,2.26,3.22,3.47,?
Torino,Cagliari,2025-03-23,2.84,2.71,2.37,?
Paris Saint-Germain,Marseille,2025-03-03,3.13,3.12,2.5,X
Torino,Cagliari,2025-03-16,2.03,3.19,2.11,1
Manchester United,Manchester City,2025-02-17,1.58,2.99,1.66,2
Palmeiras,Corinthians,2025-04-14,2.15,2.79,2.64,?
Parma,Verona,2025-03-20,2.23,2.96,1.63,?
Tottenham,West Ham United,2025-03-21,2.75,2.96,1.59,?
Barcelona,Real Madrid,2025-03-15,2.19,3.0,2.54,1
Sevilla,Real Betis,2025-03-12,3.16,2.75,1.61,X
Marseille,Nice,2025-04-07,3.27,2.74,2.52,?
Torino,Cagliari,2025-03-17,1.7,3.41,1.7,2
Sassuolo,Empoli,2025-02-21,1.51,3.22,2.9,2
Monza,Spezia,2025-03-24,1.55,3.46,2.56,?
Villarreal,Real Betis,2025-04-07,1.91,3.5,2.2,?
PSG,Lyon,2025-04-10,2.8,3.09,2.93,?
VfB Stuttgart,Borussia Dortmund,2025-03-09,2.99,2.61,2.98,2
Lazio,Fiorentina,2025-03-15,2.72,2.69,3.17,1
Sevilla,Real Betis,2025-03-08,2.69,3.1,3.47,2
Real Sociedad,Athletic Bilbao,2025-03-19,1.56,3.05,3.39,?
Parma,Verona,2025-03-20,2.16,2.93,3.35,?
Arsenal,Tottenham,2025-03-05,3.47,3.12,2.41,1
Corinthians,Fluminense,2025-03-13,2.95,3.09,2.45,1
Maritimo,Boavista,2025-03-31,3.18,2.68,3.13,?
Corinthians,Flamengo,2025-02-25,2.96,2.81,2.11,2
Bayern Munich,Borussia Dortmund,2025-03-05,2.03,3.06,3.07,2
Fluminense,Sao Paulo,2025-03-12,2.18,2.58,1.58,2
Monza,Spezia,2025-02-26,2.63,3.41,3.06,2
Sassuolo,Empoli,2025-04-13,3.16,3.07,2.31,?
AC Milan,Juventus,2025-03-01,3.3,3.33,1.78,1
Manchester City,Chelsea,2025-03-16,2.13,2.64,1.93,X
Real Madrid,Valencia,2025-03-24,2.87,3.47,2.88,?
AC Milan,Juventus,2025-03-27,3.17,3.35,2.2,?
Persebaya,Arema FC,2025-03-28,1.92,2.78,1.63,?
Corinthians,Flamengo,2025-04-14,2.02,3.05,1.75,?
Persebaya,Arema FC,2025-04-10,3.41,3.03,1.92,?
Real Madrid,Valencia,2025-02-24,2.43,2.51,3.01,2
Valencia,Villarreal,2025-04-02,1.71,2.65,3.33,?
Milan,Inter,2025-03-28,2.37,3.37,3.17,?
Manchester City,Chelsea,2025-02-25,1.77,3.21,3.03,X
Palmeiras,Corinthians,2025-04-12,3.33,3.44,3.18,?
Palmeiras,Corinthians,2025-04-07,3.13,3.01,3.16,?
Juventus,Roma,2025-03-22,1.68,2.6,3.2,?
PSG,Lyon,2025-03-25,2.63,2.86,1.94,?
Boca Juniors,River Plate,2025-04-04,3.37,3.29,2.29,?
Palmeiras,Corinthians,2025-02-27,2.4,2.69,3.49,1
Boca Juniors,River Plate,2025-02-24,2.13,3.25,1.85,2
Leeds United,Aston Villa,2025-03-17,1.61,3.07,1.67,X
Vélez Sarsfield,Boca Juniors,2025-03-15,1.6,3.25,2.72,1
Persebaya,Arema FC,2025-03-04,2.04,2.67,3.46,1
Chelsea,Liverpool,2025-04-11,2.84,2.63,2.72,?
Bayern Munich,Borussia Dortmund,2025-03-01,2.32,2.71,2.08,2
Persebaya,Arema FC,2025-03-27,3.15,3.31,3.18,?
Hellas Verona,Torino,2025-03-25,3.18,2.68,3.47,?
Valencia,Villarreal,2025-03-13,1.82,3.38,1.5,X
Barcelona,Real Madrid,2025-03-04,1.68,2.65,2.97,X
Barcelona,Atletico Madrid,2025-03-09,2.33,3.26,2.24,X
Monza,Spezia,2025-03-05,1.8,3.42,1.86,X
Tottenham,West Ham United,2025-03-02,2.72,2.62,2.06,X
Lyon,Lille,2025-03-19,1.88,3.02,2.54,?
Maritimo,Boavista,2025-04-16,2.29,2.66,1.69,?
Villarreal,Real Betis,2025-03-15,2.47,3.32,1.54,X
Fluminense,Sao Paulo,2025-03-15,1.78,3.34,2.71,X
Manchester City,Chelsea,2025-03-19,3.34,2.97,2.28,?
Udinese,Salernitana,2025-03-29,2.25,3.08,3.48,?
Udinese,Salernitana,2025-03-31,3.2,2.96,1.76,?
Valencia,Villarreal,2025-03-28,1.92,2.62,2.08,?
AC Milan,Napoli,2025-03-06,1.86,2.91,2.09,X
Hellas Verona,Torino,2025-03-30,3.23,3.2,2.14,?
Marseille,Nice,2025-02-21,2.54,2.96,1.79,1
Celtic,Rangers,2025-03-13,3.17,3.21,1.9,X
VfB Stuttgart,Borussia Dortmund,2025-03-10,3.27,2.64,2.42,1
VfB Stuttgart,Borussia Dortmund,2025-02-26,2.69,3.4,1.84,2
Persebaya,Arema FC,2025-03-03,3.1,2.92,2.73,2
Maritimo,Boavista,2025-03-04,2.3,2.61,2.95,1
Monza,Spezia,2025-03-22,2.47,2.78,3.08,?
Roma,Napoli,2025-04-06,2.21,3.24,3.13,?
Real Sociedad,Athletic Bilbao,2025-03-21,1.68,2.9,2.37,?
Marseille,Nice,2025-03-27,1.7,2.69,3.44,?
Barcelona,Real Madrid,2025-04-01,3.01,3.06,2.47,?
Napoli,Lazio,2025-03-02,3.34,3.44,1.54,1
Torino,Cagliari,2025-04-11,2.75,3.49,2.22,?
Boca Juniors,River Plate,2025-02-25,1.66,2.9,2.38,1
Flamengo,Vasco da Gama,2025-02-24,2.32,3.02,2.27,1
Lyon,Lille,2025-04-06,3.04,3.47,2.36,?
Benfica,Portimonense,2025-03-06,2.72,2.8,2.86,1
Bayern Munich,Borussia Dortmund,2025-03-06,1.63,3.48,2.07,X
Sevilla,Real Betis,2025-03-27,1.87,3.04,2.91,?
PSG,Lyon,2025-04-10,2.79,3.26,3.22,?
PSG,Lyon,2025-04-17,1.77,2.54,1.53,?
Palmeiras,Corinthians,2025-02-22,3.44,2.98,3.4,X
RB Leipzig,Wolfsburg,2025-03-27,2.55,2.75,3.33,?
Roma,Napoli,2025-04-04,2.28,2.8,1.93,?
Palmeiras,São Paulo,2025-03-20,1.59,2.92,1.61,?
FC Porto,Sporting CP,2025-02-28,2.36,2.65,2.39,2
Manchester City,Chelsea,2025-02-18,2.94,3.38,2.5,2
Roma,Napoli,2025-03-29,1.75,3.27,3.26,?
Parma,Verona,2025-02-18,1.87,2.84,3.42,X
Corinthians,Flamengo,2025-03-24,1.93,2.82,3.47,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-04,2.82,2.75,1.56,?
Everton,Newcastle United,2025-02-26,3.33,3.47,2.34,X
Napoli,Lazio,2025-03-31,3.08,2.92,2.45,?
Tottenham,West Ham United,2025-03-21,2.57,3.35,2.02,?
Everton,Newcastle United,2025-03-15,2.99,3.39,3.28,2
Flamengo,Vasco da Gama,2025-03-27,3.25,2.77,2.11,?
Rangers,Aberdeen,2025-03-21,1.54,2.96,2.91,?
Corinthians,Flamengo,2025-03-12,2.1,3.1,2.84,X
Monza,Spezia,2025-04-02,1.77,3.15,3.08,?
Corinthians,Flamengo,2025-04-13,1.83,2.72,1.64,?
Lazio,Fiorentina,2025-04-13,1.86,3.07,2.02,?
Marseille,Nice,2025-04-17,1.57,2.96,2.98,?
Torino,Cagliari,2025-03-23,3.01,2.66,2.66,?
Corinthians,Flamengo,2025-04-01,2.05,2.69,2.09,?
Corinthians,Flamengo,2025-03-06,2.46,3.42,1.85,X
Udinese,Salernitana,2025-03-03,2.46,3.23,2.95,X
Lazio,Fiorentina,2025-03-02,1.87,3.15,3.19,X
Udinese,Salernitana,2025-04-14,1.99,3.5,3.03,?
Arsenal,Tottenham,2025-02-28,3.16,3.45,2.18,X
Parma,Verona,2025-04-12,2.27,3.32,2.54,?
Roma,Napoli,2025-02-21,2.82,2.64,1.61,1
Chelsea,Liverpool,2025-03-20,2.99,3.13,2.33,?
Lazio,Fiorentina,2025-02-22,2.66,2.79,3.23,X
Bologna,Sampdoria,2025-02-17,1.73,3.31,2.08,1
Real Sociedad,Athletic Bilbao,2025-03-12,2.37,2.68,3.06,X
Fluminense,Sao Paulo,2025-04-14,2.09,3.0,1.73,?
Bayer Leverkusen,Bayern Munich,2025-03-06,3.45,2.73,2.85,2
Flamengo,Vasco da Gama,2025-04-06,2.12,2.97,2.84,?
Flamengo,Vasco da Gama,2025-03-28,3.19,3.29,2.5,?
Corinthians,Fluminense,2025-03-22,1.53,2.62,2.66,?
Leeds United,Aston Villa,2025-04-14,2.46,3.02,2.19,?
Juventus,Roma,2025-03-25,3.11,3.02,1.99,?
PSG,Lyon,2025-04-10,2.93,2.51,3.09,?
Udinese,Salernitana,2025-03-21,3.0,3.47,3.23,?
Palmeiras,São Paulo,2025-04-07,2.74,3.36,3.18,?
Vélez Sarsfield,Boca Juniors,2025-04-15,1.75,2.55,2.82,?
Everton,Newcastle United,2025-03-27,1.67,2.92,2.6,?
Sevilla,Real Betis,2025-02-27,2.54,3.14,1.66,X
Fiorentina,Atalanta,2025-04-08,2.99,3.46,1.85,?
Villarreal,Real Betis,2025-04-14,2.9,2.96,1.54,?
Parma,Verona,2025-04-14,2.99,3.29,3.21,?
Flamengo,Vasco da Gama,2025-03-02,1.75,3.45,3.35,X
Rangers,Aberdeen,2025-03-05,1.68,2.99,2.21,1
Corinthians,Flamengo,2025-02-20,2.37,3.41,2.86,2
Corinthians,Fluminense,2025-03-24,1.71,2.97,1.92,?
Fiorentina,Atalanta,2025-03-25,1.96,3.3,1.71,?
Real Sociedad,Athletic Bilbao,2025-02-27,1.59,2.72,3.44,1
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-06,2.06,2.71,2.81,?
Hellas Verona,Torino,2025-04-01,2.23,3.2,1.72,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-02-17,1.76,3.32,2.88,X
Persebaya,Arema FC,2025-03-28,2.37,3.33,1.76,?
Atlético Madrid,Sevilla,2025-04-04,2.71,2.59,3.07,?
Bologna,Sampdoria,2025-02-18,2.89,2.56,1.94,X
Maritimo,Boavista,2025-03-30,2.47,2.8,3.13,?
Palmeiras,São Paulo,2025-02-28,2.73,2.88,3.14,2
Leeds United,Aston Villa,2025-04-03,2.79,2.64,2.45,?
Manchester United,Manchester City,2025-04-03,2.1,2.66,2.25,?
VfB Stuttgart,Borussia Dortmund,2025-03-29,2.98,3.35,3.15,?
Udinese,Salernitana,2025-02-25,2.53,3.5,2.99,1
Bologna,Sampdoria,2025-03-13,3.5,3.47,2.3,2
FC Porto,Sporting CP,2025-04-06,1.58,2.76,2.15,?
Real Sociedad,Athletic Bilbao,2025-03-08,2.25,3.39,2.1,1
Leeds United,Aston Villa,2025-02-24,2.22,2.97,2.87,X
Hellas Verona,Torino,2025-03-05,1.62,3.34,2.45,2
Persebaya,Arema FC,2025-04-01,3.11,2.92,2.0,?
Real Sociedad,Athletic Bilbao,2025-04-02,3.29,3.31,2.05,?
Roma,Napoli,2025-04-01,2.07,2.8,2.86,?
Bologna,Sampdoria,2025-04-12,2.47,3.27,1.96,?
Persebaya,Arema FC,2025-03-22,3.34,3.46,2.56,?
Benfica,Portimonense,2025-02-28,3.26,2.52,2.52,1
Napoli,Lazio,2025-03-02,3.03,2.57,1.56,X
Benfica,Portimonense,2025-03-02,2.44,2.78,1.99,2
Paris Saint-Germain,Marseille,2025-03-21,1.65,3.24,1.6,?
Manchester United,Manchester City,2025-03-31,1.8,3.3,2.86,?
Barcelona,Real Madrid,2025-03-29,2.42,3.03,1.85,?
Leeds United,Aston Villa,2025-02-25,2.92,3.16,2.34,1
Tottenham,West Ham United,2025-04-15,3.02,3.11,3.33,?
Barcelona,Atletico Madrid,2025-02-18,2.97,2.78,1.52,X
Juventus,Roma,2025-03-19,1.72,2.93,2.16,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-10,1.63,3.09,1.59,1
Paris Saint-Germain,Marseille,2025-04-16,2.96,2.83,2.58,?
Manchester City,Chelsea,2025-02-24,3.48,2.56,3.46,X
Marseille,Nice,2025-04-15,2.19,3.03,2.84,?
Villarreal,Real Betis,2025-03-26,3.08,3.4,3.37,?
RB Leipzig,Wolfsburg,2025-03-31,2.07,2.94,2.77,?
Barcelona,Atletico Madrid,2025-02-17,2.83,2.83,2.83,1
RB Leipzig,Wolfsburg,2025-03-16,1.59,3.14,2.21,X
Persebaya,Arema FC,2025-03-29,1.71,3.44,3.19,?
RB Leipzig,Wolfsburg,2025-02-26,2.04,2.93,2.3,2
Corinthians,Flamengo,2025-02-16,2.8,3.13,3.11,1
Real Madrid,Valencia,2025-02-25,1.74,3.35,1.91,1
Monza,Spezia,2025-03-28,1.79,3.37,2.83,?
Manchester City,Chelsea,2025-03-17,2.57,2.61,2.14,1
AC Milan,Napoli,2025-03-01,2.75,2.55,1.78,2
Milan,Inter,2025-03-20,3.21,3.31,1.9,?
Palmeiras,São Paulo,2025-03-07,1.52,2.73,2.57,X
Bologna,Sampdoria,2025-04-11,2.89,3.18,2.41,?
Roma,Napoli,2025-03-23,3.38,2.89,1.92,?
Marseille,Nice,2025-04-05,3.29,2.84,2.63,?
Atlético Madrid,Sevilla,2025-03-23,2.34,2.84,2.32,?
Villarreal,Real Betis,2025-04-07,2.57,2.89,2.55,?
Bayern Munich,Borussia Dortmund,2025-03-09,3.22,3.32,2.58,2
Marseille,Nice,2025-03-01,2.95,2.83,3.48,X
Udinese,Salernitana,2025-03-25,3.28,3.24,2.26,?
Benfica,Portimonense,2025-02-25,3.21,3.29,1.71,2
Fluminense,Sao Paulo,2025-04-02,1.9,3.47,2.26,?
Corinthians,Flamengo,2025-03-01,1.58,3.2,1.88,X
Fiorentina,Atalanta,2025-04-07,2.88,3.47,2.85,?
Persebaya,Arema FC,2025-03-10,3.05,3.37,3.25,2
Flamengo,Vasco da Gama,2025-04-07,2.08,2.77,1.7,?
Hellas Verona,Torino,2025-04-07,2.25,2.99,2.08,?
Santos,Gremio,2025-03-25,2.03,2.6,1.91,?
Hellas Verona,Torino,2025-04-01,2.32,2.94,2.99,?
Udinese,Salernitana,2025-04-15,1.62,2.98,1.9,?
PSG,Lyon,2025-04-04,1.86,2.98,1.69,?
Sassuolo,Empoli,2025-03-11,1.56,2.69,2.51,X
Everton,Newcastle United,2025-03-08,1.97,2.86,2.53,X
Leeds United,Aston Villa,2025-02-26,2.49,3.12,2.18,X
PSG,Lyon,2025-04-12,3.28,3.1,3.2,?
Barcelona,Atletico Madrid,2025-04-08,2.72,2.87,1.66,?
Palmeiras,Corinthians,2025-03-06,1.92,2.72,1.51,2
Rangers,Aberdeen,2025-04-09,3.06,3.17,3.19,?
Monza,Spezia,2025-03-25,1.9,2.5,2.64,?
Palmeiras,São Paulo,2025-04-10,2.93,2.58,3.03,?
AC Milan,Juventus,2025-03-07,2.72,3.42,1.9,X
Udinese,Salernitana,2025-03-09,2.25,2.65,1.87,1
Corinthians,Flamengo,2025-04-12,2.07,3.39,2.08,?
Bayer Leverkusen,Bayern Munich,2025-02-18,1.61,2.55,2.04,1
Everton,Newcastle United,2025-03-15,1.79,3.29,1.51,2
Parma,Verona,2025-02-25,2.6,3.06,1.52,1
Marseille,Nice,2025-03-14,1.65,2.92,1.74,2
Rangers,Aberdeen,2025-04-15,3.1,2.63,2.12,?
Arsenal,Tottenham,2025-04-17,3.41,2.91,1.97,?
Benfica,Portimonense,2025-04-13,2.9,3.47,1.9,?
Fiorentina,Atalanta,2025-03-29,2.96,2.86,2.28,?
RB Leipzig,Wolfsburg,2025-03-16,3.28,3.31,2.37,X
Arsenal,Tottenham,2025-03-03,2.25,2.76,1.52,1
Celtic,Rangers,2025-03-25,1.86,2.66,2.51,?
Manchester City,Chelsea,2025-03-02,3.43,3.45,1.71,1
Tottenham,West Ham United,2025-03-20,2.98,2.63,1.79,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-02-28,1.96,3.49,1.51,1
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-07,2.38,2.81,2.53,1
Benfica,Portimonense,2025-03-01,2.61,3.05,1.57,1
Everton,Newcastle United,2025-03-24,2.43,3.44,2.34,?
Hellas Verona,Torino,2025-03-20,2.83,3.07,2.73,?
Parma,Verona,2025-03-30,1.75,3.36,2.06,?
Real Madrid,Valencia,2025-04-13,2.54,3.17,1.56,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-28,3.13,2.77,3.49,?
Manchester United,Manchester City,2025-03-23,2.59,3.39,1.66,?
Santos,Gremio,2025-03-24,2.07,3.13,2.13,?
Everton,Newcastle United,2025-02-26,2.16,3.34,2.01,2
Villarreal,Real Betis,2025-04-11,3.4,3.37,2.46,?
Juventus,Roma,2025-02-18,1.86,2.58,3.14,X
Juventus,Roma,2025-03-04,1.66,2.96,2.27,1
Lazio,Inter,2025-04-11,2.4,3.05,1.99,?
Corinthians,Fluminense,2025-03-22,1.53,3.18,1.55,?
Real Madrid,Valencia,2025-03-21,2.31,3.44,2.08,?
VfB Stuttgart,Borussia Dortmund,2025-04-15,3.04,2.8,2.19,?
Boca Juniors,River Plate,2025-02-17,2.74,3.38,3.47,2
Milan,Inter,2025-02-20,2.7,3.31,3.4,X
Fluminense,Sao Paulo,2025-03-21,2.81,2.66,2.95,?
Paris Saint-Germain,Marseille,2025-03-19,1.99,2.95,1.5,?
Manchester City,Chelsea,2025-03-12,2.66,2.5,2.06,X
AC Milan,Juventus,2025-02-25,1.75,3.0,3.06,X
Barcelona,Atletico Madrid,2025-04-11,2.82,2.94,3.31,?
Marseille,Nice,2025-03-14,2.43,3.5,2.51,2
FC Porto,Sporting CP,2025-03-11,2.86,2.58,3.49,1
Milan,Inter,2025-02-27,3.4,3.28,2.67,1
Lyon,Lille,2025-03-19,3.42,3.17,1.73,?
Vélez Sarsfield,Boca Juniors,2025-03-05,1.81,3.06,3.42,2
AC Milan,Napoli,2025-03-05,2.82,2.78,3.04,X
Paris Saint-Germain,Marseille,2025-03-02,1.83,2.56,2.91,2
Roma,Napoli,2025-04-12,3.16,2.73,2.78,?
Bologna,Sampdoria,2025-04-08,1.57,3.21,1.52,?
Rangers,Aberdeen,2025-03-03,3.39,3.47,1.59,2
Torino,Cagliari,2025-02-28,2.78,2.78,2.78,1
Arsenal,Tottenham,2025-03-14,1.85,3.09,2.47,X
Lazio,Fiorentina,2025-03-06,2.39,2.55,1.68,X
Lyon,Lille,2025-04-11,3.07,2.67,3.06,?
Roma,Napoli,2025-03-31,2.3,2.72,1.67,?
Torino,Cagliari,2025-03-08,1.96,3.04,1.67,X
AC Milan,Napoli,2025-02-21,1.82,2.69,2.34,1
Persebaya,Arema FC,2025-03-08,2.58,3.46,1.95,X
VfB Stuttgart,Borussia Dortmund,2025-03-05,3.46,3.03,3.21,1
Atlético Madrid,Sevilla,2025-03-23,2.37,3.32,2.91,?
Arsenal,Tottenham,2025-03-06,2.66,2.66,1.67,1
PSG,Lyon,2025-02-18,3.47,2.84,2.22,1
AC Milan,Juventus,2025-03-20,1.85,3.19,3.1,?
Atlético Madrid,Sevilla,2025-04-07,1.96,2.75,1.77,?
Marseille,Nice,2025-04-17,1.61,3.13,2.74,?
Tottenham,West Ham United,2025-03-26,2.12,3.22,3.48,?
Milan,Inter,2025-04-15,3.47,2.93,3.25,?
Parma,Verona,2025-03-17,2.11,2.74,3.02,2
Corinthians,Flamengo,2025-02-27,3.11,2.89,3.07,2
Sassuolo,Empoli,2025-04-12,2.99,3.3,3.39,?
Manchester United,Manchester City,2025-04-14,3.35,3.19,2.53,?
AC Milan,Juventus,2025-02-24,3.28,3.07,1.88,1
Celtic,Rangers,2025-02-18,2.82,2.62,1.78,2
Milan,Inter,2025-02-17,1.82,3.37,3.48,1
Manchester City,Chelsea,2025-03-25,1.68,2.71,1.97,?
Manchester City,Chelsea,2025-02-21,2.21,3.16,1.73,1
Barcelona,Real Madrid,2025-02-28,3.33,3.41,2.33,2
Manchester United,Manchester City,2025-04-10,3.08,3.18,3.08,?
Torino,Cagliari,2025-02-23,1.58,3.09,1.66,1
Palmeiras,São Paulo,2025-04-15,2.2,3.28,2.64,?
Real Sociedad,Athletic Bilbao,2025-04-10,2.1,2.85,2.87,?
Chelsea,Liverpool,2025-04-07,1.96,2.58,3.14,?
VfB Stuttgart,Borussia Dortmund,2025-02-22,2.98,2.59,2.84,2
Napoli,Lazio,2025-04-04,3.28,3.19,3.39,?
Lazio,Inter,2025-03-14,1.71,3.5,2.62,2
Napoli,Lazio,2025-03-25,1.76,2.83,3.42,?
PSG,Lyon,2025-03-07,2.13,3.38,2.12,1
FC Porto,Sporting CP,2025-04-07,1.56,2.77,2.66,?
